PCN,ISSUED,LOCATION,CONTRAVENTION,FINE,Last Pay Date,Total Paid,Balance,
LS18401218,07/03/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/03/2020,25,0,
LS18401229,07/03/2020,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,07/03/2020,25,0,
LS18401229,07/03/2020,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,15/03/2020,25,0,
LS1840123A,07/03/2020,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,07/03/2020,25,0,
LS1840123A,07/03/2020,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,12/03/2020,25,0,
LS1860310A,07/03/2020,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,19/03/2020,25,0,
LS18603110,07/03/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/03/2020,25,0,
LS18603121,07/03/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/03/2020,0,75,
LS22103144,07/03/2020,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/03/2020,25,0,
LS22103155,07/03/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/03/2020,0,0,
LS22103166,07/03/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/03/2020,0,0,
LS22103166,07/03/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/03/2020,0,0,
LS05256171,07/03/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,21/03/2020,25,0,
LS1448258A,07/03/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/03/2020,0,0,
LS14482590,07/03/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/03/2020,25,0,
LS14482604,07/03/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/03/2020,25,0,
LS17201042,07/03/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/03/2020,25,0,
LS17201042,07/03/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/03/2020,25,0,
LS17201053,07/03/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/03/2020,25,0,
LS17201064,07/03/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,22/03/2020,25,0,
LS17201133,07/03/2020,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,07/03/2020,25,0,
LS18401149,07/03/2020,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,11/03/2020,0,0,
LS1840115A,07/03/2020,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,10/03/2020,0,0,
LS18401171,07/03/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,13/03/2020,25,0,
LS18401182,07/03/2020,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,07/03/2020,50,0,
LS18401193,07/03/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/03/2020,25,0,
LS18401207,07/03/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/03/2020,0,0,
LS18401218,07/03/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/03/2020,25,0,
LS18401218,07/03/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/03/2020,25,0,
LS1840123A,07/03/2020,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,13/03/2020,25,0,
LS18401240,07/03/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/03/2020,0,0,
LS18401251,07/03/2020,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,07/03/2020,25,50,
LS1860310A,07/03/2020,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/03/2020,25,0,
LS18603110,07/03/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/03/2020,25,0,
LS22103144,07/03/2020,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/03/2020,25,0,
LS22103155,07/03/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/03/2020,0,0,
LS22103155,07/03/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/03/2020,0,0,
LS12569836,08/03/2020,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,09/03/2020,25,0,
LS12569847,08/03/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/03/2020,25,0,
LS12569847,08/03/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,11/03/2020,25,0,
LS12569858,08/03/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/03/2020,25,0,
LS12569869,08/03/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/03/2020,0,50,
LS14482772,08/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/03/2020,25,0,
LS22103235,08/03/2020,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,12/03/2020,25,0,
LS22103246,08/03/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/03/2020,25,0,
LS22103279,08/03/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/03/2020,25,0,
LS22103279,08/03/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/03/2020,25,0,
LS24403069,08/03/2020,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,08/03/2020,0,0,
LS24403069,08/03/2020,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,18/03/2020,0,0,
LS2440307A,08/03/2020,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,13/03/2020,25,0,
LS12569836,08/03/2020,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,08/03/2020,25,0,
LS12569858,08/03/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/03/2020,25,0,
LS12569858,08/03/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/03/2020,25,0,
LS14482772,08/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/03/2020,25,0,
LS14482783,08/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/03/2020,0,0,
LS14482783,08/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/03/2020,0,0,
LS22103235,08/03/2020,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,08/03/2020,25,0,
LS22103235,08/03/2020,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,11/03/2020,25,0,
LS22103246,08/03/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/03/2020,25,0,
LS22103246,08/03/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/03/2020,25,0,
LS22103257,08/03/2020,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,08/03/2020,0,0,
LS22103268,08/03/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/03/2020,0,0,
LS22103279,08/03/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/03/2020,25,0,
LS23704365,08/03/2020,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/03/2020,0,83,
LS2440307A,08/03/2020,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/03/2020,25,0,
LS2440307A,08/03/2020,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/03/2020,25,0,
LS05256331,09/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/03/2020,25,0,
LS05256353,09/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/03/2020,0,0,
LS05256353,09/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,27/03/2020,0,0,
LS05256375,09/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/03/2020,25,50,
LS05256386,09/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,11/03/2020,0,0,
LS05256400,09/03/2020,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,21/03/2020,25,0,
LS06274237,09/03/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/03/2020,0,0,
LS06770614,09/03/2020,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/03/2020,25,0,
LS06770614,09/03/2020,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,18/03/2020,25,0,
LS06770625,09/03/2020,MEADOW LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/03/2020,0,0,
LS06770625,09/03/2020,MEADOW LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,11/03/2020,0,0,
LS17700927,09/03/2020,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,09/03/2020,25,0,
LS17700927,09/03/2020,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,23/03/2020,25,0,
LS17700960,09/03/2020,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,09/03/2020,0,83,
LS20505748,09/03/2020,OATLAND GREEN CP - SHEEPSCAR                                ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,09/03/2020,0,0,
LS20505759,09/03/2020,OATLAND GREEN CP - SHEEPSCAR                                ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,09/03/2020,75,0,
LS22701000,09/03/2020,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/03/2020,25,0,
LS22701011,09/03/2020,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,09/03/2020,25,0,
LS22701022,09/03/2020,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/03/2020,25,0,
LS22701022,09/03/2020,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,22/03/2020,25,0,
LS2280083A,09/03/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/03/2020,25,0,
LS22800840,09/03/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,13/03/2020,25,0,
LS22800851,09/03/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/03/2020,25,0,
LS22800862,09/03/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/03/2020,25,50,
LS22800873,09/03/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/03/2020,25,0,
LS22800909,09/03/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/03/2020,0,0,
LS22800909,09/03/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS22800920,09/03/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/03/2020,25,0,
LS22800931,09/03/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/03/2020,25,0,
LS22800931,09/03/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/03/2020,25,0,
LS24103349,09/03/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/03/2020,25,0,
LS24403080,09/03/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/03/2020,25,0,
LS24403091,09/03/2020,CASTLE ST CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/03/2020,25,0,
LS24403091,09/03/2020,CASTLE ST CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/03/2020,25,0,
LS24403105,09/03/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/03/2020,50,0,
LS05256331,09/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/03/2020,25,0,
LS05256331,09/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,11/03/2020,25,0,
LS05256342,09/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/03/2020,0,50,
LS05256364,09/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/03/2020,83,0,
LS05256386,09/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/03/2020,0,0,
LS05256397,09/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/03/2020,0,50,
LS05256400,09/03/2020,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,09/03/2020,25,0,
LS1770095A,09/03/2020,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,09/03/2020,0,0,
LS22700992,09/03/2020,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/03/2020,0,0,
LS22700992,09/03/2020,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS22701000,09/03/2020,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/03/2020,25,0,
LS22701000,09/03/2020,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,11/03/2020,25,0,
LS22701011,09/03/2020,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,10/03/2020,25,0,
LS22701033,09/03/2020,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/03/2020,0,0,
LS22701033,09/03/2020,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/03/2020,0,0,
LS2280083A,09/03/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/03/2020,25,0,
LS22800840,09/03/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/03/2020,25,0,
LS22800851,09/03/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/03/2020,25,0,
LS22800873,09/03/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/03/2020,25,0,
LS22800884,09/03/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/03/2020,50,0,
LS22800895,09/03/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/03/2020,0,0,
LS2280091A,09/03/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/03/2020,0,0,
LS22800920,09/03/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/03/2020,25,0,
LS22800931,09/03/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/03/2020,25,0,
LS23704423,09/03/2020,HOLT PARK CP - HOLT PARK                                    ,87 IN DISABLED BAY WITHOUT BADGE,70,09/03/2020,0,113,
LS24103349,09/03/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,23/03/2020,25,0,
LS24403080,09/03/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,16/03/2020,25,0,
LS06456278,10/03/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,10/03/2020,25,0,
LS06456278,10/03/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,24/03/2020,25,0,
LS06456289,10/03/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,25/03/2020,25,0,
LS06456314,10/03/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,10/03/2020,25,0,
LS06456325,10/03/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,10/03/2020,0,0,
LS06456325,10/03/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,27/03/2020,0,0,
LS06456347,10/03/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,11/03/2020,0,0,
LS06770680,10/03/2020,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,10/03/2020,25,0,
LS06770680,10/03/2020,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,26/03/2020,25,0,
LS06770691,10/03/2020,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,10/03/2020,0,83,
LS06770705,10/03/2020,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,10/03/2020,25,0,
LS06770716,10/03/2020,BURLEY ROAD CP - CITY,86 BEYOND THE BAY MARKINGS                        ,50,10/03/2020,0,0,
LS06770738,10/03/2020,BURLEY ROAD CP - CITY,86 BEYOND THE BAY MARKINGS                        ,50,16/03/2020,0,0,
LS06770749,10/03/2020,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,10/03/2020,50,0,
LS18603325,10/03/2020,WEST STREET CP - CITY,86 BEYOND THE BAY MARKINGS                        ,50,10/03/2020,0,0,
LS2030311A,10/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/03/2020,0,0,
LS20303142,10/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/03/2020,25,0,
LS20303142,10/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/03/2020,25,0,
LS20303153,10/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/03/2020,0,50,
LS20303164,10/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,27/03/2020,0,0,
LS20303197,10/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/03/2020,0,0,
LS20303197,10/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,27/03/2020,0,0,
LS20303200,10/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/03/2020,0,0,
LS20303200,10/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,26/03/2020,0,0,
LS20303222,10/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/03/2020,25,0,
LS20303233,10/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/03/2020,25,0,
LS20303233,10/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/03/2020,25,0,
LS20601220,10/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/03/2020,25,0,
LS20601220,10/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/03/2020,25,0,
LS20601231,10/03/2020,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,10/03/2020,0,0,
LS20601242,10/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/03/2020,0,0,
LS20601253,10/03/2020,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,10/03/2020,25,0,
LS22103392,10/03/2020,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,10/03/2020,0,75,
LS22103406,10/03/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/03/2020,0,0,
LS22701088,10/03/2020,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/03/2020,25,0,
LS22701099,10/03/2020,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,11/03/2020,0,0,
LS22701102,10/03/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/03/2020,50,0,
LS22701102,10/03/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,31/03/2020,50,0,
LS22701157,10/03/2020,MEADOW LANE CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,10/03/2020,25,0,
LS22701157,10/03/2020,MEADOW LANE CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,21/03/2020,25,0,
LS23801587,10/03/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/03/2020,25,0,
LS23801598,10/03/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/03/2020,25,0,
LS23801601,10/03/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,50,0,
LS23801612,10/03/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/03/2020,0,0,
LS23801623,10/03/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/03/2020,0,0,
LS23801634,10/03/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,11/03/2020,25,0,
LS24803668,10/03/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,10/03/2020,25,0,
LS24803668,10/03/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,15/03/2020,25,0,
LS24803679,10/03/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,10/03/2020,75,0,
LS2480368A,10/03/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,10/03/2020,0,0,
LS06456278,10/03/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,25/03/2020,25,0,
LS06456289,10/03/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,10/03/2020,25,0,
LS06456289,10/03/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,24/03/2020,25,0,
LS0645629A,10/03/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,10/03/2020,25,0,
LS06456303,10/03/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,10/03/2020,25,0,
LS06456303,10/03/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,24/03/2020,25,0,
LS06456314,10/03/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,16/03/2020,25,0,
LS06456336,10/03/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,10/03/2020,25,50,
LS06456347,10/03/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,10/03/2020,0,0,
LS06770680,10/03/2020,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,25/03/2020,25,0,
LS06770705,10/03/2020,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,16/03/2020,25,0,
LS06770705,10/03/2020,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,17/03/2020,25,0,
LS06770716,10/03/2020,BURLEY ROAD CP - CITY,86 BEYOND THE BAY MARKINGS                        ,50,16/03/2020,0,0,
LS06770727,10/03/2020,BURLEY ROAD CP - CITY,73 PARKED WITHOUT PAYMENT,50,10/03/2020,25,50,
LS06770738,10/03/2020,BURLEY ROAD CP - CITY,86 BEYOND THE BAY MARKINGS                        ,50,10/03/2020,0,0,
LS18401670,10/03/2020,BEECH HILL CP - OTLEY,86 BEYOND THE BAY MARKINGS                        ,50,10/03/2020,25,0,
LS18401670,10/03/2020,BEECH HILL CP - OTLEY,86 BEYOND THE BAY MARKINGS                        ,50,13/03/2020,25,0,
LS18401670,10/03/2020,BEECH HILL CP - OTLEY,86 BEYOND THE BAY MARKINGS                        ,50,16/03/2020,25,0,
LS18401681,10/03/2020,BEECH HILL CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/03/2020,0,0,
LS2030311A,10/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,27/03/2020,0,0,
LS20303120,10/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/03/2020,25,0,
LS20303120,10/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/03/2020,25,0,
LS20303131,10/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/03/2020,0,0,
LS20303131,10/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,31/03/2020,0,0,
LS20303142,10/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/03/2020,25,0,
LS20303164,10/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/03/2020,0,0,
LS20303175,10/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/03/2020,25,0,
LS20303175,10/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/03/2020,25,0,
LS20303175,10/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/03/2020,25,0,
LS20303186,10/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/03/2020,25,0,
LS20303186,10/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/03/2020,25,0,
LS20303211,10/03/2020,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,10/03/2020,0,83,
